user_id,joke_id,joke_text,rating,source_file
A,123726,whenever i trip a skinny girl running in only a sports bra i feel like i'm doing god's work,1,ShortJokes-Userdata-edges-A.csv
A,127565,Lady Gaga is so nasty I wouldn't even poke her face.,1,ShortJokes-Userdata-edges-A.csv
A,127859,You know that guy who looks like that other guy in that show we used to like? He died. - how my wife and I communicate,1,ShortJokes-Userdata-edges-A.csv
A,131464,"If Reza from the show ""Shah's of Sunset"" wrote a book... Would he call it, ""Memoirs of a Gay Shah?""",-1,ShortJokes-Userdata-edges-A.csv
A,131489,"What's the difference between a stadium full of Dallas Cowboys fans, and 90,000 buckets of shit? 90,000 buckets.",1,ShortJokes-Userdata-edges-A.csv
A,131895,What's the most indian bone in the human body? The patella. (I'll show myself out),1,ShortJokes-Userdata-edges-A.csv
A,132790,"You know how to spell ""Canada"" right? ""C - Eh - N - Eh - D - Eh""",0,ShortJokes-Userdata-edges-A.csv
A,135027,"Science question: can somebody please explain how tiny, tiny swimsuits make Olympians dive better?",0,ShortJokes-Userdata-edges-A.csv
A,152574,Toy Story (1995) - A influential local leader harasses an immigrant who is struggling to adapt to local customs.,1,ShortJokes-Userdata-edges-A.csv
A,154054,Gary Coleman died of multiple aneurysms.... which is kind of like Different Strokes.,-1,ShortJokes-Userdata-edges-A.csv
A,162148,What do you call a Nun in a Wheelchair? Virgin Mobile.,1,ShortJokes-Userdata-edges-A.csv
A,169394,There was a question about Greece's economy in a German maths exam. What was it worth? Two marks.,0,ShortJokes-Userdata-edges-A.csv
A,185843,Maybe Gotye was an actual goat that sold it's soul for the chance to be a human with a hit song and now he is back to just being a goat,0,ShortJokes-Userdata-edges-A.csv
A,187029,Choose your facebook profile pic carefully. It'll be the one they use when you go missing.,1,ShortJokes-Userdata-edges-A.csv
A,191866,The secret to success is to surround yourself with people that don't know you.,0,ShortJokes-Userdata-edges-A.csv
A,194968,Why do walruses just love a Tupperware party? They're always on the lookout for a tight seal.,1,ShortJokes-Userdata-edges-A.csv
A,197718,Why was the corn farmer paranoid? Because the field has ears.,1,ShortJokes-Userdata-edges-A.csv
A,201019,nicest girl - You're the nicest girl and prettier than I have known - You what you want is fuck me - Wow and smarter.,1,ShortJokes-Userdata-edges-A.csv
A,202803,What does a 90 year old woman taste like? Depends.,-1,ShortJokes-Userdata-edges-A.csv
A,203751,I'm ambivalent about Mongolian literature. It has its prose and Khans.,-1,ShortJokes-Userdata-edges-A.csv
A,204182,What's the difference between Greece and a good software application? Greece doesn't have default settings!,1,ShortJokes-Userdata-edges-A.csv
A,214646,A woman walks into a bar and orders a double entendre And the bartender gives it to her.,-1,ShortJokes-Userdata-edges-A.csv
A,219250,"If you were somehow able to land a punch on Chuck Norris your entire arm would shatter upon impact. This is only in theory, since, come on, who in their right mind would try this?",1,ShortJokes-Userdata-edges-A.csv
A,226356,So Donald Trump is running for President...,1,ShortJokes-Userdata-edges-A.csv
A,226829,Which is the longest toilet in the world? Indian Railways,-1,ShortJokes-Userdata-edges-A.csv
B,15270,Where does beef come from? Cowschwitz.,-1,ShortJokes-Userdata-edges-B.csv
B,28989,What do Angels fans and gay men both have in common? They both love Pujols,1,ShortJokes-Userdata-edges-B.csv
B,40594,What's the difference between a garbanzo bean and a chickpea? I wouldn't pay $300 to have a garbanzo bean on my face.,0,ShortJokes-Userdata-edges-B.csv
B,41814,Trying to take the best instagram picture ever but the kittens keep drowning in the latte.,0,ShortJokes-Userdata-edges-B.csv
B,46109,"Chess makes us to realize our life!!! Chess says everything about husband and wife. The King has to take things one step at a time, while the Queen can do whatever she wants.",-1,ShortJokes-Userdata-edges-B.csv
B,46255,What do you call a wall st. executive that sucks at his job and is obsessed with his ex girlfriend? A broke stalker!,1,ShortJokes-Userdata-edges-B.csv
B,48404,Bad Cop: The proof is in the pudding. Good Cop: Stop putting all our evidence in pudding. Why do you keep putting our evidence in pudding?,0,ShortJokes-Userdata-edges-B.csv
B,50678,"Two soldiers are in a tank... ...one turns to the other and says, ""blubblublbublub"".",0,ShortJokes-Userdata-edges-B.csv
B,58894,An iPhone 7 walks into a bar ... I'll have a Jack please!,-1,ShortJokes-Userdata-edges-B.csv
B,65283,Mr Monster: Oi hurry up with my supper.  Mrs Monster: Oh do be quiet I've only got three pairs of  hands.,1,ShortJokes-Userdata-edges-B.csv
B,66241,My dad is stupid. He thinks a fjord is a Norwegian motor car.,0,ShortJokes-Userdata-edges-B.csv
B,72738,"Eskimo: If I did not know about God and sin, would I go to hell? Priest: No, not if you don't know Eskimo: Then why did you tell me?",-1,ShortJokes-Userdata-edges-B.csv
B,77562,God promised men that good and obedient wives would be found in all corners of the world... ...Then He made the Earth rough and He laughed and laughed...,0,ShortJokes-Userdata-edges-B.csv
B,78131,Please don't tell my three year old his oversized black calculator isn't really an iPad. He'd be crushed to learn his dad lied to him.,-1,ShortJokes-Userdata-edges-B.csv
B,78924,"Why should you always run next to a car? Because if you run behind it you get exhausted, and if you run in front of it you get tired!",0,ShortJokes-Userdata-edges-B.csv
B,81008,If I learned anything about politics from this election It's that politics isn't about the ass you kiss but the pussy you grab,0,ShortJokes-Userdata-edges-B.csv
B,82235,Which is the longest toilet in the world? Indian Railways,1,ShortJokes-Userdata-edges-B.csv
B,85852,Just found out my daughter's super power is repeating what I've said about others as soon as she meets them.,1,ShortJokes-Userdata-edges-B.csv
B,86118,It's like Nabisco doesn't even care their Birthday Cake Oreos will wreck my ass.,-1,ShortJokes-Userdata-edges-B.csv
B,94560,*Blind Date* Her: Ask me anything.. Me: Do you know how to properly layer nachos? Her: Are you seri.. Me: *flips table*,0,ShortJokes-Userdata-edges-B.csv
B,103534,What's the difference between America and yoghurt? If you leave yoghurt alone for 200 years it develops a culture.,1,ShortJokes-Userdata-edges-B.csv
B,108789,[DUI checkpoint] Cop: I'm gonna need you to follow my finger Me: As long as it doesn't tweet inspirational stuff,1,ShortJokes-Userdata-edges-B.csv
B,113773,Why couldn't Hillary rig the election like she rigged the DNC? She deleted that email.,-1,ShortJokes-Userdata-edges-B.csv
B,117720,"This guy asked me to convert today... And I said, no, I'm happy with my current non-prophet organization",-1,ShortJokes-Userdata-edges-B.csv
B,123726,whenever i trip a skinny girl running in only a sports bra i feel like i'm doing god's work,1,ShortJokes-Userdata-edges-B.csv
B,127565,Lady Gaga is so nasty I wouldn't even poke her face.,1,ShortJokes-Userdata-edges-B.csv
B,127859,You know that guy who looks like that other guy in that show we used to like? He died. - how my wife and I communicate,0,ShortJokes-Userdata-edges-B.csv
B,131464,"If Reza from the show ""Shah's of Sunset"" wrote a book... Would he call it, ""Memoirs of a Gay Shah?""",-1,ShortJokes-Userdata-edges-B.csv
B,131489,"What's the difference between a stadium full of Dallas Cowboys fans, and 90,000 buckets of shit? 90,000 buckets.",1,ShortJokes-Userdata-edges-B.csv
B,131895,What's the most indian bone in the human body? The patella. (I'll show myself out),0,ShortJokes-Userdata-edges-B.csv
B,132790,"You know how to spell ""Canada"" right? ""C - Eh - N - Eh - D - Eh""",0,ShortJokes-Userdata-edges-B.csv
B,135027,"Science question: can somebody please explain how tiny, tiny swimsuits make Olympians dive better?",-1,ShortJokes-Userdata-edges-B.csv
B,152574,Toy Story (1995) - A influential local leader harasses an immigrant who is struggling to adapt to local customs.,1,ShortJokes-Userdata-edges-B.csv
B,154054,Gary Coleman died of multiple aneurysms.... which is kind of like Different Strokes.,0,ShortJokes-Userdata-edges-B.csv
B,162148,What do you call a Nun in a Wheelchair? Virgin Mobile.,1,ShortJokes-Userdata-edges-B.csv
B,169394,There was a question about Greece's economy in a German maths exam. What was it worth? Two marks.,0,ShortJokes-Userdata-edges-B.csv
B,185843,Maybe Gotye was an actual goat that sold it's soul for the chance to be a human with a hit song and now he is back to just being a goat,0,ShortJokes-Userdata-edges-B.csv
B,187029,Choose your facebook profile pic carefully. It'll be the one they use when you go missing.,1,ShortJokes-Userdata-edges-B.csv
B,191866,The secret to success is to surround yourself with people that don't know you.,-1,ShortJokes-Userdata-edges-B.csv
B,194968,Why do walruses just love a Tupperware party? They're always on the lookout for a tight seal.,1,ShortJokes-Userdata-edges-B.csv
B,197718,Why was the corn farmer paranoid? Because the field has ears.,-1,ShortJokes-Userdata-edges-B.csv
B,201019,nicest girl - You're the nicest girl and prettier than I have known - You what you want is fuck me - Wow and smarter.,0,ShortJokes-Userdata-edges-B.csv
B,202803,What does a 90 year old woman taste like? Depends.,-1,ShortJokes-Userdata-edges-B.csv
B,203751,I'm ambivalent about Mongolian literature. It has its prose and Khans.,1,ShortJokes-Userdata-edges-B.csv
B,204182,What's the difference between Greece and a good software application? Greece doesn't have default settings!,-1,ShortJokes-Userdata-edges-B.csv
B,214646,A woman walks into a bar and orders a double entendre And the bartender gives it to her.,0,ShortJokes-Userdata-edges-B.csv
B,219250,"If you were somehow able to land a punch on Chuck Norris your entire arm would shatter upon impact. This is only in theory, since, come on, who in their right mind would try this?",0,ShortJokes-Userdata-edges-B.csv
B,226356,So Donald Trump is running for President...,1,ShortJokes-Userdata-edges-B.csv
B,226829,Which is the longest toilet in the world? Indian Railways,-1,ShortJokes-Userdata-edges-B.csv
C,15270,Where does beef come from? Cowschwitz.,-1,ShortJokes-Userdata-edges-C.csv
C,28989,What do Angels fans and gay men both have in common? They both love Pujols,-1,ShortJokes-Userdata-edges-C.csv
C,40594,What's the difference between a garbanzo bean and a chickpea? I wouldn't pay $300 to have a garbanzo bean on my face.,1,ShortJokes-Userdata-edges-C.csv
C,41814,Trying to take the best instagram picture ever but the kittens keep drowning in the latte.,1,ShortJokes-Userdata-edges-C.csv
C,46109,"Chess makes us to realize our life!!! Chess says everything about husband and wife. The King has to take things one step at a time, while the Queen can do whatever she wants.",-1,ShortJokes-Userdata-edges-C.csv
C,46255,What do you call a wall st. executive that sucks at his job and is obsessed with his ex girlfriend? A broke stalker!,1,ShortJokes-Userdata-edges-C.csv
C,48404,Bad Cop: The proof is in the pudding. Good Cop: Stop putting all our evidence in pudding. Why do you keep putting our evidence in pudding?,1,ShortJokes-Userdata-edges-C.csv
C,50678,"Two soldiers are in a tank... ...one turns to the other and says, ""blubblublbublub"".",0,ShortJokes-Userdata-edges-C.csv
C,58894,An iPhone 7 walks into a bar ... I'll have a Jack please!,1,ShortJokes-Userdata-edges-C.csv
C,65283,Mr Monster: Oi hurry up with my supper.  Mrs Monster: Oh do be quiet I've only got three pairs of  hands.,0,ShortJokes-Userdata-edges-C.csv
C,66241,My dad is stupid. He thinks a fjord is a Norwegian motor car.,1,ShortJokes-Userdata-edges-C.csv
C,72738,"Eskimo: If I did not know about God and sin, would I go to hell? Priest: No, not if you don't know Eskimo: Then why did you tell me?",1,ShortJokes-Userdata-edges-C.csv
C,77562,God promised men that good and obedient wives would be found in all corners of the world... ...Then He made the Earth rough and He laughed and laughed...,-1,ShortJokes-Userdata-edges-C.csv
C,78131,Please don't tell my three year old his oversized black calculator isn't really an iPad. He'd be crushed to learn his dad lied to him.,0,ShortJokes-Userdata-edges-C.csv
C,78924,"Why should you always run next to a car? Because if you run behind it you get exhausted, and if you run in front of it you get tired!",1,ShortJokes-Userdata-edges-C.csv
C,81008,If I learned anything about politics from this election It's that politics isn't about the ass you kiss but the pussy you grab,-1,ShortJokes-Userdata-edges-C.csv
C,82235,There was a party in my pants and only one guy came...,-1,ShortJokes-Userdata-edges-C.csv
C,85852,Just found out my daughter's super power is repeating what I've said about others as soon as she meets them.,-1,ShortJokes-Userdata-edges-C.csv
C,86118,It's like Nabisco doesn't even care their Birthday Cake Oreos will wreck my ass.,-1,ShortJokes-Userdata-edges-C.csv
C,94560,*Blind Date* Her: Ask me anything.. Me: Do you know how to properly layer nachos? Her: Are you seri.. Me: *flips table*,1,ShortJokes-Userdata-edges-C.csv
C,103534,What's the difference between America and yoghurt? If you leave yoghurt alone for 200 years it develops a culture.,1,ShortJokes-Userdata-edges-C.csv
C,108789,[DUI checkpoint] Cop: I'm gonna need you to follow my finger Me: As long as it doesn't tweet inspirational stuff,1,ShortJokes-Userdata-edges-C.csv
C,113773,Why couldn't Hillary rig the election like she rigged the DNC? She deleted that email.,-1,ShortJokes-Userdata-edges-C.csv
C,117720,"This guy asked me to convert today... And I said, no, I'm happy with my current non-prophet organization",1,ShortJokes-Userdata-edges-C.csv
C,123726,whenever i trip a skinny girl running in only a sports bra i feel like i'm doing god's work,-1,ShortJokes-Userdata-edges-C.csv
C,127565,Lady Gaga is so nasty I wouldn't even poke her face.,1,ShortJokes-Userdata-edges-C.csv
C,127859,You know that guy who looks like that other guy in that show we used to like? He died. - how my wife and I communicate,0,ShortJokes-Userdata-edges-C.csv
C,131464,"If Reza from the show ""Shah's of Sunset"" wrote a book... Would he call it, ""Memoirs of a Gay Shah?""",-1,ShortJokes-Userdata-edges-C.csv
C,131489,"What's the difference between a stadium full of Dallas Cowboys fans, and 90,000 buckets of shit? 90,000 buckets.",1,ShortJokes-Userdata-edges-C.csv
C,131895,What's the most indian bone in the human body? The patella. (I'll show myself out),-1,ShortJokes-Userdata-edges-C.csv
C,132790,"You know how to spell ""Canada"" right? ""C - Eh - N - Eh - D - Eh""",0,ShortJokes-Userdata-edges-C.csv
C,135027,"Science question: can somebody please explain how tiny, tiny swimsuits make Olympians dive better?",1,ShortJokes-Userdata-edges-C.csv
C,152574,Toy Story (1995) - A influential local leader harasses an immigrant who is struggling to adapt to local customs.,-1,ShortJokes-Userdata-edges-C.csv
C,154054,Gary Coleman died of multiple aneurysms.... which is kind of like Different Strokes.,0,ShortJokes-Userdata-edges-C.csv
C,162148,What do you call a Nun in a Wheelchair? Virgin Mobile.,0,ShortJokes-Userdata-edges-C.csv
C,169394,There was a question about Greece's economy in a German maths exam. What was it worth? Two marks.,0,ShortJokes-Userdata-edges-C.csv
C,185843,Maybe Gotye was an actual goat that sold it's soul for the chance to be a human with a hit song and now he is back to just being a goat,1,ShortJokes-Userdata-edges-C.csv
C,187029,Choose your facebook profile pic carefully. It'll be the one they use when you go missing.,1,ShortJokes-Userdata-edges-C.csv
C,191866,The secret to success is to surround yourself with people that don't know you.,1,ShortJokes-Userdata-edges-C.csv
C,194968,Why do walruses just love a Tupperware party? They're always on the lookout for a tight seal.,1,ShortJokes-Userdata-edges-C.csv
C,197718,Why was the corn farmer paranoid? Because the field has ears.,1,ShortJokes-Userdata-edges-C.csv
C,201019,nicest girl - You're the nicest girl and prettier than I have known - You what you want is fuck me - Wow and smarter.,-1,ShortJokes-Userdata-edges-C.csv
C,202803,What does a 90 year old woman taste like? Depends.,-1,ShortJokes-Userdata-edges-C.csv
C,203751,I'm ambivalent about Mongolian literature. It has its prose and Khans.,1,ShortJokes-Userdata-edges-C.csv
C,204182,What's the difference between Greece and a good software application? Greece doesn't have default settings!,1,ShortJokes-Userdata-edges-C.csv
C,214646,A woman walks into a bar and orders a double entendre And the bartender gives it to her.,1,ShortJokes-Userdata-edges-C.csv
C,219250,"If you were somehow able to land a punch on Chuck Norris your entire arm would shatter upon impact. This is only in theory, since, come on, who in their right mind would try this?",1,ShortJokes-Userdata-edges-C.csv
C,226356,So Donald Trump is running for President...,1,ShortJokes-Userdata-edges-C.csv
C,226829,Which is the longest toilet in the world? Indian Railways,-1,ShortJokes-Userdata-edges-C.csv
D,15270,Where does beef come from? Cowschwitz.,-1,ShortJokes-Userdata-edges-D.csv
D,28989,What do Angels fans and gay men both have in common? They both love Pujols,0,ShortJokes-Userdata-edges-D.csv
D,40594,What's the difference between a garbanzo bean and a chickpea? I wouldn't pay $300 to have a garbanzo bean on my face.,1,ShortJokes-Userdata-edges-D.csv
D,41814,Trying to take the best instagram picture ever but the kittens keep drowning in the latte.,-1,ShortJokes-Userdata-edges-D.csv
D,46109,"Chess makes us to realize our life!!! Chess says everything about husband and wife. The King has to take things one step at a time, while the Queen can do whatever she wants.",0,ShortJokes-Userdata-edges-D.csv
D,46255,What do you call a wall st. executive that sucks at his job and is obsessed with his ex girlfriend? A broke stalker!,1,ShortJokes-Userdata-edges-D.csv
D,48404,Bad Cop: The proof is in the pudding. Good Cop: Stop putting all our evidence in pudding. Why do you keep putting our evidence in pudding?,1,ShortJokes-Userdata-edges-D.csv
D,50678,"Two soldiers are in a tank... ...one turns to the other and says, ""blubblublbublub"".",1,ShortJokes-Userdata-edges-D.csv
D,58894,An iPhone 7 walks into a bar ... I'll have a Jack please!,0,ShortJokes-Userdata-edges-D.csv
D,65283,Mr Monster: Oi hurry up with my supper.  Mrs Monster: Oh do be quiet I've only got three pairs of  hands.,0,ShortJokes-Userdata-edges-D.csv
D,66241,My dad is stupid. He thinks a fjord is a Norwegian motor car.,0,ShortJokes-Userdata-edges-D.csv
D,72738,"Eskimo: If I did not know about God and sin, would I go to hell? Priest: No, not if you don't know Eskimo: Then why did you tell me?",0,ShortJokes-Userdata-edges-D.csv
D,77562,God promised men that good and obedient wives would be found in all corners of the world... ...Then He made the Earth rough and He laughed and laughed...,0,ShortJokes-Userdata-edges-D.csv
D,78131,Please don't tell my three year old his oversized black calculator isn't really an iPad. He'd be crushed to learn his dad lied to him.,0,ShortJokes-Userdata-edges-D.csv
D,78924,"Why should you always run next to a car? Because if you run behind it you get exhausted, and if you run in front of it you get tired!",0,ShortJokes-Userdata-edges-D.csv
D,81008,If I learned anything about politics from this election It's that politics isn't about the ass you kiss but the pussy you grab,0,ShortJokes-Userdata-edges-D.csv
D,82235,There was a party in my pants and only one guy came...,0,ShortJokes-Userdata-edges-D.csv
D,85852,Just found out my daughter's super power is repeating what I've said about others as soon as she meets them.,0,ShortJokes-Userdata-edges-D.csv
D,86118,It's like Nabisco doesn't even care their Birthday Cake Oreos will wreck my ass.,0,ShortJokes-Userdata-edges-D.csv
D,94560,*Blind Date* Her: Ask me anything.. Me: Do you know how to properly layer nachos? Her: Are you seri.. Me: *flips table*,0,ShortJokes-Userdata-edges-D.csv
D,103534,What's the difference between America and yoghurt? If you leave yoghurt alone for 200 years it develops a culture.,1,ShortJokes-Userdata-edges-D.csv
D,108789,[DUI checkpoint] Cop: I'm gonna need you to follow my finger Me: As long as it doesn't tweet inspirational stuff,1,ShortJokes-Userdata-edges-D.csv
D,113773,Why couldn't Hillary rig the election like she rigged the DNC? She deleted that email.,0,ShortJokes-Userdata-edges-D.csv
D,117720,"This guy asked me to convert today... And I said, no, I'm happy with my current non-prophet organization",1,ShortJokes-Userdata-edges-D.csv
D,123726,whenever i trip a skinny girl running in only a sports bra i feel like i'm doing god's work,0,ShortJokes-Userdata-edges-D.csv
D,127565,Lady Gaga is so nasty I wouldn't even poke her face.,1,ShortJokes-Userdata-edges-D.csv
D,127859,You know that guy who looks like that other guy in that show we used to like? He died. - how my wife and I communicate,0,ShortJokes-Userdata-edges-D.csv
D,131464,"If Reza from the show ""Shah's of Sunset"" wrote a book... Would he call it, ""Memoirs of a Gay Shah?""",0,ShortJokes-Userdata-edges-D.csv
D,131489,"What's the difference between a stadium full of Dallas Cowboys fans, and 90,000 buckets of shit? 90,000 buckets.",1,ShortJokes-Userdata-edges-D.csv
D,131895,What's the most indian bone in the human body? The patella. (I'll show myself out),1,ShortJokes-Userdata-edges-D.csv
D,132790,"You know how to spell ""Canada"" right? ""C - Eh - N - Eh - D - Eh""",0,ShortJokes-Userdata-edges-D.csv
D,135027,"Science question: can somebody please explain how tiny, tiny swimsuits make Olympians dive better?",0,ShortJokes-Userdata-edges-D.csv
D,152574,Toy Story (1995) - A influential local leader harasses an immigrant who is struggling to adapt to local customs.,1,ShortJokes-Userdata-edges-D.csv
D,154054,Gary Coleman died of multiple aneurysms.... which is kind of like Different Strokes.,-1,ShortJokes-Userdata-edges-D.csv
D,162148,What do you call a Nun in a Wheelchair? Virgin Mobile.,1,ShortJokes-Userdata-edges-D.csv
D,169394,There was a question about Greece's economy in a German maths exam. What was it worth? Two marks.,1,ShortJokes-Userdata-edges-D.csv
D,185843,Maybe Gotye was an actual goat that sold it's soul for the chance to be a human with a hit song and now he is back to just being a goat,0,ShortJokes-Userdata-edges-D.csv
D,187029,Choose your facebook profile pic carefully. It'll be the one they use when you go missing.,0,ShortJokes-Userdata-edges-D.csv
D,191866,The secret to success is to surround yourself with people that don't know you.,0,ShortJokes-Userdata-edges-D.csv
D,194968,Why do walruses just love a Tupperware party? They're always on the lookout for a tight seal.,-1,ShortJokes-Userdata-edges-D.csv
D,197718,Why was the corn farmer paranoid? Because the field has ears.,0,ShortJokes-Userdata-edges-D.csv
D,201019,nicest girl - You're the nicest girl and prettier than I have known - You what you want is fuck me - Wow and smarter.,-1,ShortJokes-Userdata-edges-D.csv
D,202803,What does a 90 year old woman taste like? Depends.,-1,ShortJokes-Userdata-edges-D.csv
D,203751,I'm ambivalent about Mongolian literature. It has its prose and Khans.,1,ShortJokes-Userdata-edges-D.csv
D,204182,What's the difference between Greece and a good software application? Greece doesn't have default settings!,1,ShortJokes-Userdata-edges-D.csv
D,214646,A woman walks into a bar and orders a double entendre And the bartender gives it to her.,1,ShortJokes-Userdata-edges-D.csv
D,219250,"If you were somehow able to land a punch on Chuck Norris your entire arm would shatter upon impact. This is only in theory, since, come on, who in their right mind would try this?",0,ShortJokes-Userdata-edges-D.csv
D,226356,So Donald Trump is running for President...,1,ShortJokes-Userdata-edges-D.csv
D,226829,Which is the longest toilet in the world? Indian Railways,0,ShortJokes-Userdata-edges-D.csv
